bench-press|Press de banca con barra|Apoya pies y espalda en el banco; baja la barra al pecho y empuja sin despegar los glúteos.|3,1|movement
incline-bench-press|Press inclinado con barra|En un banco inclinado, acerca la barra a la parte alta del pecho y extiende los brazos.|3,1|movement
incline-dumbbell-press|Press inclinado con mancuernas|Apoya la espalda en el banco inclinado y empuja las mancuernas desde los hombros hacia arriba.|3,1|movement
dumbbell-bench-press|Press de banca con mancuernas|Con los pies firmes, baja las mancuernas a los lados del pecho y vuelve a extender los brazos.|3,1|movement
decline-bench-press|Press declinado con barra|Asegura las piernas en el banco declinado; baja la barra al pecho y empuja de forma controlada.|3,1|movement
machine-chest-press|Press de pecho en máquina|Ajusta el asiento para que las empuñaduras queden a la altura del pecho y empuja sin adelantar los hombros.|3,1|movement
pec-deck|Aperturas en máquina|Apoya la espalda y acerca los brazos delante del pecho sin perder el contacto con los apoyos.|0|blocked
cable-fly|Aperturas en poleas|Adelanta un pie y junta las manos frente al pecho con los codos ligeramente flexionados.|3,1|movement
push-up|Flexiones de brazos|Desde una plancha con manos bajo los hombros, acerca el pecho al suelo y empuja manteniendo el cuerpo alineado.|1,3|movement
weighted-push-up|Flexiones con lastre|Asegura el lastre sobre la espalda alta; flexiona y extiende los brazos sin hundir la cintura.|3,1|movement
overhead-press|Press militar con barra|Desde la parte alta del pecho, empuja la barra sobre la cabeza manteniendo abdomen y glúteos activos.|3,1|movement
seated-dumbbell-press|Press de hombros sentado|Apoya la espalda en el respaldo y eleva las mancuernas desde los hombros sin arquear la zona lumbar.|3,1|movement
arnold-press|Press Arnold|Empieza con las palmas hacia ti; gira los antebrazos mientras elevas las mancuernas y revierte el giro al bajar.|0|blocked
lateral-raise|Elevaciones laterales|Eleva las mancuernas hacia los lados hasta la altura de los hombros, con codos suaves y sin balancear el tronco.|3,1|movement
cable-lateral-raise|Elevaciones laterales en polea|Desde la polea baja, separa los brazos hacia los lados conservando una ligera flexión de codos.|3,1|movement
front-raise|Elevaciones frontales|Levanta las mancuernas por delante hasta la altura de los hombros y baja sin impulsar el cuerpo.|3,1|movement
rear-delt-fly|Aperturas posteriores con mancuernas|Inclina el tronco desde la cadera y abre los brazos hacia los lados sin elevar los hombros hacia las orejas.|3,1|movement
reverse-pec-deck|Aperturas inversas en máquina|Mira hacia el respaldo, apoya el pecho y abre los brazos llevando las manos hacia atrás.|3,1|movement
face-pull|Tirón a la cara en polea|Tira de la cuerda hacia la cara separando sus extremos y llevando los codos hacia los lados.|3,1|movement
upright-row|Remo al mentón con barra|Eleva la barra cerca del cuerpo guiando con los codos; limita la altura a un recorrido cómodo para los hombros.|3,1|movement
deadlift|Peso muerto con barra|Acerca la barra a las piernas y extiende caderas y rodillas manteniendo la espalda estable y la carga próxima.|3,1|movement
romanian-deadlift|Peso muerto rumano con barra|Desde de pie, lleva la cadera atrás con rodillas suaves y desliza la barra junto a las piernas antes de regresar.|1,3|movement
barbell-row|Remo con barra|Inclina el tronco, deja colgar la barra y llévala hacia el abdomen sin enderezarte en cada repetición.|3,1|movement
t-bar-row|Remo en barra T|Mantén el torso inclinado y tira del agarre hacia el abdomen acercando los codos al cuerpo.|3,1|movement
dumbbell-bent-over-row|Remo inclinado con mancuernas|Con ambas mancuernas colgando bajo el pecho, lleva los codos hacia atrás conservando la inclinación del tronco.|3,1|movement
one-arm-dumbbell-row|Remo con mancuerna a una mano|Apoya una mano y una rodilla en el banco; lleva la mancuerna hacia la cadera sin girar el tronco.|3,1|movement
chest-supported-row|Remo con pecho apoyado|Apoya el pecho en el soporte y tira de las empuñaduras hacia el cuerpo sin despegarte del respaldo.|3,1|movement
seated-row|Remo sentado en polea|Siéntate con el tronco estable y acerca el agarre al abdomen llevando los codos hacia atrás.|3,1|movement
machine-row|Remo en máquina|Ajusta asiento y apoyo; tira de las empuñaduras hacia las costillas sin elevar los hombros.|3,1|movement
lat-pulldown|Jalón al pecho|Sujeta la barra por encima de la cabeza y llévala hacia la parte alta del pecho, sin tirar detrás del cuello.|0|blocked
close-grip-lat-pulldown|Jalón con agarre cerrado|Desde brazos elevados, lleva el agarre cerrado al pecho guiando los codos hacia abajo.|3,1|movement
straight-arm-pulldown|Jalón con brazos rectos|Mantén los codos ligeramente flexionados y lleva la barra desde delante de los hombros hasta los muslos.|3,1|movement
pull-up|Dominadas pronas|Cuelga con las palmas al frente, acerca el pecho a la barra y desciende sin balancearte.|3,1|movement
assisted-pull-up|Dominadas asistidas|Ajusta la ayuda y apoya las rodillas en la plataforma; tira hacia la barra y baja de manera controlada.|3,1|movement
weighted-pull-up|Dominadas con lastre|Fija el lastre al cinturón y eleva el cuerpo hacia la barra evitando que la carga oscile.|3,1|movement
chin-up|Dominadas supinas|Con las palmas hacia ti, flexiona los codos para acercarte a la barra y baja lentamente.|3,1|movement
shrug|Encogimientos de hombros con barra|Sostén la barra con brazos extendidos y eleva los hombros verticalmente, sin hacer círculos.|1,3|movement
squat|Sentadilla con barra|Con la barra apoyada sobre la espalda alta, flexiona caderas y rodillas y vuelve a subir con los pies firmes.|1,3|movement
front-squat|Sentadilla frontal|Apoya la barra delante de los hombros; mantén los codos elevados mientras bajas y subes entre los pies.|1,3|movement
hack-squat|Sentadilla hack en máquina|Apoya espalda y hombros en la máquina y flexiona las rodillas conservando los talones sobre la plataforma.|0|blocked
leg-press|Prensa de piernas|Con la pelvis apoyada, flexiona las rodillas sin redondear la espalda y empuja la plataforma sin bloquearlas bruscamente.|1,3|movement
bulgarian-split-squat|Sentadilla búlgara con mancuernas|Apoya el empeine trasero en el banco y baja verticalmente, cargando principalmente la pierna delantera.|3,1|movement
walking-lunge|Zancadas caminando con mancuernas|Da un paso amplio, baja la rodilla trasera y avanza alternando las piernas sin perder el equilibrio.|1,3|cycle
step-up|Subida al banco con mancuernas|Apoya todo el pie sobre un banco estable y sube extendiendo la pierna de apoyo, sin saltar con la otra.|0|blocked
leg-extension|Extensiones de rodilla en máquina|Alinea la rodilla con el eje de la máquina y extiende las piernas elevando el rodillo de los tobillos.|3,1|movement
leg-curl|Curl femoral tumbado|Túmbate boca abajo, fija la pelvis al banco y flexiona las rodillas acercando los talones a los glúteos.|3,1|movement
seated-leg-curl|Curl femoral sentado|Ajusta los apoyos del muslo y tobillo; lleva los talones debajo del asiento sin levantar la pelvis.|3,1|movement
hip-thrust|Empuje de cadera con barra|Apoya la espalda alta en el banco y eleva la pelvis con la barra sobre la cadera hasta alinear tronco y muslos.|3,1|movement
glute-bridge|Puente de glúteos|Túmbate con rodillas flexionadas y pies apoyados; eleva la pelvis sin arquear la espalda y vuelve al suelo.|3,1|movement
good-morning|Buenos días con barra|Con la barra en la espalda alta, lleva la cadera atrás y baja el tronco manteniendo las rodillas ligeramente flexionadas.|3,1|movement
standing-calf-raise|Elevación de talones en máquina|Apoya el antepié en la plataforma y eleva los talones, manteniendo las rodillas estables.|3,1|movement
seated-calf-raise|Elevación de talones sentado|Con el apoyo sobre los muslos, eleva los talones presionando el antepié contra la plataforma.|3,1|movement
bicep-curl|Curl de bíceps con mancuernas|Con las palmas hacia delante, flexiona los codos sin adelantar los hombros y baja lentamente.|3,1|movement
hammer-curl|Curl martillo|Mantén las palmas enfrentadas y acerca las mancuernas a los hombros sin balancear el tronco.|3,1|movement
preacher-curl|Curl de bíceps en banco predicador|Apoya los brazos en el soporte y flexiona los codos manteniendo los hombros quietos.|3,1|movement
cable-curl|Curl de bíceps en polea|Desde la polea baja, flexiona los codos acercando el agarre a los hombros y conserva tensión al bajar.|3,1|movement
reverse-curl|Curl inverso con barra|Sujeta la barra con palmas hacia abajo y flexiona los codos manteniendo las muñecas alineadas.|1,3|movement
wrist-curl|Flexión de muñecas con barra|Apoya los antebrazos con palmas hacia arriba y mueve la barra flexionando solo las muñecas.|0|blocked
tricep-pushdown|Extensión de tríceps en polea|Fija los codos junto al tronco y empuja el agarre hacia los muslos extendiendo los brazos.|3,1|movement
overhead-tricep-extension|Extensión de tríceps sobre la cabeza en polea|Con los codos orientados arriba, extiende los brazos desde detrás de la cabeza sin mover el tronco.|1,3|movement
skull-crusher|Extensión de tríceps tumbado con barra|En el banco, flexiona los codos llevando la barra hacia la frente y vuelve a extender sin abrirlos.|1,3|movement
close-grip-bench-press|Press de banca con agarre cerrado|Sujeta la barra aproximadamente al ancho de hombros; bájala al pecho con codos próximos al cuerpo y empuja.|3,1|movement
dip|Fondos en paralelas|Sostente sobre las barras, flexiona los codos hasta un recorrido cómodo y empuja para elevar el cuerpo.|1,3|movement
assisted-dip|Fondos asistidos|Apoya las rodillas en la plataforma de asistencia y realiza los fondos manteniendo el apoyo de las manos en las paralelas.|0|blocked
plank|Plancha de antebrazos|Apoya antebrazos y puntas de los pies; mantén cabeza, pelvis y talones alineados mientras respiras con normalidad.|3,1|hold
side-plank|Plancha lateral|Apoya un antebrazo bajo el hombro y eleva la pelvis, manteniendo el cuerpo alineado de lado.|3,1|hold
hanging-leg-raise|Elevación de piernas colgado|Desde una suspensión estable, eleva las piernas por delante sin balancearte y baja controlando la pelvis.|3,1|movement
cable-crunch|Encogimiento abdominal en polea|Sujeta la cuerda junto a la cabeza y acerca las costillas a la pelvis flexionando el tronco, sin tirar solo con los brazos.|0|blocked
ab-wheel|Rueda abdominal|Desde las rodillas, aleja la rueda manteniendo la pelvis estable y vuelve sin hundir la zona lumbar.|0|blocked
running|Carrera en cinta|Ajusta la velocidad de la cinta y alterna apoyos bajo el cuerpo, balanceando los brazos sin sujetarte a las barandillas.|1,2|cycle
walking|Caminata en cinta|Ajusta la velocidad de la cinta y camina erguido, alternando el apoyo del talón al antepié y el balanceo de los brazos.|1,2|cycle
cycling|Ciclismo en bicicleta estática|Ajusta el sillín para mantener una ligera flexión de rodilla al extender la pierna y pedalea de forma continua.|1,3|cycle
rowing|Remo en ergómetro|Empuja primero con las piernas, abre la cadera y termina tirando del agarre; vuelve en orden inverso.|3,1|cycle
stair-climber|Escaladora|Sube alternando los pies sobre los peldaños, con el tronco erguido y sin descargar tu peso en las barandillas.|1,3|cycle
dumbbell-fly|Aperturas con mancuernas|En un banco, abre los brazos con codos ligeramente flexionados y vuelve a juntar las mancuernas sobre el pecho.|1,2|movement
incline-cable-fly|Aperturas inclinadas en polea|Apoya la espalda en un banco inclinado y junta las manos sobre el pecho describiendo un arco con los brazos.|2,1|movement
decline-dumbbell-press|Press declinado con mancuernas|Asegura las piernas en el banco declinado y empuja las mancuernas desde los lados del pecho hacia arriba.|3,1|movement
smith-machine-bench-press|Press de banca en máquina Smith|Coloca el banco bajo la barra guiada y empuja desde el pecho manteniendo los pies apoyados.|3,1|movement
landmine-press|Press con barra anclada|Sostén el extremo de la barra frente al hombro y empújalo hacia delante y arriba sin girar el tronco.|3,1|movement
chest-dip|Fondos con énfasis en pecho|Inclina ligeramente el tronco hacia delante al flexionar los codos en las paralelas y vuelve a elevarte.|1,3|movement
weighted-dip|Fondos con lastre|Asegura el lastre al cinturón, baja entre las paralelas de forma controlada y empuja sin balancear la carga.|1,3|movement
machine-shoulder-press|Press de hombros en máquina|Regula el asiento y empuja las empuñaduras sobre la cabeza sin despegar la espalda del apoyo.|3,1|movement
standing-dumbbell-press|Press de hombros de pie|Desde los hombros, eleva las mancuernas manteniendo las costillas sobre la pelvis y sin impulso de piernas.|3,1|movement
push-press|Press con impulso de piernas|Flexiona ligeramente las rodillas y extiéndelas para impulsar la barra desde los hombros hasta encima de la cabeza.|3,1|movement
machine-lateral-raise|Elevaciones laterales en máquina|Apoya los brazos bajo las almohadillas y elévalos hacia los lados sin encoger los hombros.|3,1|movement
cable-front-raise|Elevación frontal en polea|Desde la polea baja, eleva el brazo por delante hasta la altura del hombro manteniendo el codo suave.|3,1|movement
plate-front-raise|Elevación frontal con disco|Sujeta el disco con ambas manos y elévalo por delante hasta la altura del pecho sin balancearte.|3,1|movement
bent-over-rear-delt-raise|Elevación posterior con tronco inclinado|Inclina el torso, deja las mancuernas bajo el pecho y abre los brazos lateralmente sin extender la espalda.|3,1|movement
cable-rear-delt-fly|Aperturas posteriores en poleas|Cruza los agarres delante del pecho y abre los brazos hacia los lados manteniendo los codos ligeramente flexionados.|3,1|movement
pendlay-row|Remo Pendlay|Desde la barra apoyada en el suelo, tira hacia el abdomen con el tronco casi horizontal y vuelve a apoyarla.|0|blocked
inverted-row|Remo invertido|Bajo una barra fija, mantén el cuerpo alineado y acerca el pecho a la barra flexionando los codos.|3,1|movement
meadows-row|Remo Meadows|Con el tronco inclinado junto al extremo de una barra anclada, tira del extremo hacia la cadera.|3,1|movement
single-arm-cable-row|Remo en polea a una mano|Sujeta la empuñadura con un brazo y lleva el codo atrás sin rotar el tronco.|0|blocked
wide-grip-lat-pulldown|Jalón con agarre ancho|Sujeta la barra con manos separadas y llévala delante de la cara hacia el pecho, sin inclinarte en exceso.|0|blocked
neutral-grip-pull-up|Dominadas con agarre neutro|Con las palmas enfrentadas, tira del cuerpo hacia los agarres y desciende sin balanceos.|0|blocked
assisted-chin-up|Dominadas supinas asistidas|Con las palmas hacia ti y las rodillas apoyadas en la asistencia, eleva el pecho hacia los agarres.|3,1|movement
weighted-chin-up|Dominadas supinas con lastre|Asegura el lastre y sube con las palmas hacia ti manteniendo la carga estable debajo del cuerpo.|3,1|movement
rack-pull|Peso muerto desde soportes|Coloca la barra sobre soportes, acerca las caderas y extiéndelas manteniendo la carga junto al cuerpo.|0|blocked
back-extension|Extensión de espalda en banco|Fija las piernas en el banco, baja el tronco desde la cadera y vuelve hasta alinearlo sin hiperextender.|3,1|movement
dumbbell-shrug|Encogimientos con mancuernas|Sostén las mancuernas a los lados y eleva los hombros hacia arriba sin flexionar los codos.|1,3|movement
goblet-squat|Sentadilla con mancuerna al pecho|Sujeta una mancuerna junto al pecho y baja entre las piernas conservando los talones apoyados.|3,1|movement
smith-machine-squat|Sentadilla en máquina Smith|Sitúa la barra guiada sobre la espalda alta; flexiona rodillas y caderas manteniendo los pies firmes.|1,3|movement
belt-squat|Sentadilla con cinturón de carga|Fija la carga al cinturón de cadera y realiza la sentadilla manteniendo el torso estable.|0|blocked
sumo-deadlift|Peso muerto sumo|Separa los pies y sujeta la barra entre las piernas; extiende caderas y rodillas manteniendo las manos cerca del cuerpo.|1,3|movement
trap-bar-deadlift|Peso muerto con barra hexagonal|Colócate dentro de la barra, sujeta los agarres laterales y eleva la carga extendiendo piernas y caderas.|1,3|movement
lying-leg-curl|Curl femoral prono|Tumbado boca abajo, acerca los talones a los glúteos contra el rodillo sin despegar la pelvis.|3,1|movement
nordic-hamstring-curl|Curl nórdico|Con tobillos fijados y cuerpo alineado desde las rodillas, inclínate hacia delante frenando la caída con los isquiotibiales.|3,1|movement
single-leg-romanian-deadlift|Peso muerto rumano a una pierna|Lleva una pierna atrás mientras inclinas el tronco y desciendes las mancuernas, manteniendo la pelvis orientada al suelo.|3,1|movement
reverse-lunge|Zancada atrás con mancuernas|Desde de pie, da un paso atrás y baja la rodilla trasera; regresa impulsándote con la pierna delantera.|3,1|movement
split-squat|Sentadilla dividida con mancuernas|Separa los pies adelante y atrás; baja verticalmente flexionando ambas rodillas sin cambiar la posición de apoyo.|3,1|movement
cable-kickback|Patada de glúteo en polea|Coloca la tobillera y lleva la pierna hacia atrás sin arquear la espalda ni girar la pelvis.|3,1|movement
hip-abduction-machine|Abducción de cadera en máquina|Sentado con los apoyos por fuera de las rodillas, separa los muslos y vuelve de forma controlada.|3,1|movement
single-leg-glute-bridge|Puente de glúteos a una pierna|Apoya un pie, eleva la otra pierna y levanta la pelvis manteniéndola nivelada.|3,1|movement
barbell-glute-bridge|Puente de glúteos con barra|Desde el suelo y con la barra acolchada sobre la cadera, eleva la pelvis sin arquear la espalda.|0|blocked
dumbbell-glute-bridge|Puente de glúteos con mancuerna|Apoya la espalda en el suelo y sujeta la mancuerna sobre la pelvis mientras elevas la cadera.|3,1|movement
dumbbell-hip-thrust|Empuje de cadera con mancuerna|Apoya la espalda alta en un banco y eleva la pelvis sosteniendo la mancuerna sobre la cadera.|3,1|movement
smith-machine-hip-thrust|Empuje de cadera en máquina Smith|Con la espalda alta en el banco, eleva la barra guiada desde la pelvis hasta alinear tronco y muslos.|3,1|movement
smith-machine-romanian-deadlift|Peso muerto rumano en máquina Smith|Desliza la barra guiada junto a los muslos al llevar la cadera atrás y vuelve extendiéndola.|3,1|movement
dumbbell-romanian-deadlift|Peso muerto rumano con mancuernas|Con rodillas suaves, lleva la cadera atrás y baja las mancuernas junto a las piernas sin redondear la espalda.|3,1|movement
kettlebell-romanian-deadlift|Peso muerto rumano con pesa rusa|Sostén la pesa rusa delante del cuerpo y baja desde la cadera conservando la espalda estable.|3,1|movement
cable-pull-through|Extensión de cadera con polea entre piernas|De espaldas a la polea baja, pasa la cuerda entre las piernas y extiende la cadera sin tirar con los brazos.|1,3|movement
machine-glute-kickback|Patada de glúteo en máquina|Ajusta el apoyo y empuja la plataforma hacia atrás con una pierna, manteniendo la pelvis fija.|0|blocked
cable-standing-hip-abduction|Abducción de cadera de pie en polea|Con una tobillera y un apoyo estable, separa la pierna hacia el lado sin inclinar el tronco.|3,1|movement
cable-standing-hip-adduction|Aducción de cadera de pie en polea|Coloca la tobillera en la pierna cercana a la polea y crúzala por delante de la pierna de apoyo.|0|blocked
hip-adduction-machine|Aducción de cadera en máquina|Con los apoyos en la cara interna de los muslos, acerca las piernas lentamente sin despegar la espalda.|3,1|movement
smith-machine-bulgarian-split-squat|Sentadilla búlgara en máquina Smith|Apoya el pie trasero en un banco y baja con la barra guiada, cargando la pierna delantera.|3,1|movement
smith-machine-reverse-lunge|Zancada atrás en máquina Smith|Sostén la barra guiada sobre la espalda alta y da un paso atrás para descender con control.|3,1|movement
smith-machine-split-squat|Sentadilla dividida en máquina Smith|Con pies separados adelante y atrás, flexiona ambas rodillas bajo la barra guiada sin desplazar los apoyos.|3,1|movement
heel-elevated-goblet-squat|Sentadilla al pecho con talones elevados|Apoya los talones sobre una cuña estable y baja sosteniendo la mancuerna frente al pecho.|3,1|movement
dumbbell-sumo-squat|Sentadilla sumo con mancuerna|Con los pies separados, sostén la mancuerna entre las piernas y baja las caderas siguiendo la dirección de las rodillas.|3,1|movement
dumbbell-sumo-deadlift|Peso muerto sumo con mancuernas|Con postura amplia, eleva las mancuernas desde entre las piernas extendiendo caderas y rodillas.|1,3|movement
front-foot-elevated-split-squat|Sentadilla dividida con pie delantero elevado|Apoya el pie delantero en una plataforma estable y desciende entre ambas piernas con las mancuernas a los lados.|3,1|movement
deficit-reverse-lunge|Zancada atrás desde plataforma|Empieza sobre una plataforma baja, lleva un pie atrás al suelo y baja controladamente con el otro pie elevado.|3,2|movement
dumbbell-lateral-lunge|Zancada lateral con mancuernas|Da un paso al lado y flexiona esa rodilla llevando la cadera atrás mientras la otra pierna permanece extendida.|3,1|movement
